level,stage,english
6,first,eloquent
6,first,emphatic
6,first,epidemic
6,first,equivalent
6,first,ethical
6,first,ethnic
6,first,excessive
6,first,exclusive
6,first,exotic
6,first,explicit
6,first,exquisite
6,first,extracurricular
6,first,fabulous
6,first,feasible
6,first,finite
6,first,fireproof
6,first,fluid
6,first,formidable
6,first,forthcoming
6,first,foster
6,first,fragile
6,first,frail
6,first,genetic
6,first,gloomy
6,first,graphic
6,first,honorary
6,first,hospitable
6,first,humanitarian
6,first,hysterical
6,first,immune
6,first,imperative
6,first,implicit
6,first,imposing
6,first,incentive
6,first,incidental
6,first,inclusive
6,first,inevitable
6,first,infectious
6,first,ingenious
6,first,inherent
6,first,initiative
6,first,innovative
6,first,intact
6,first,invaluable
6,first,ironic
6,first,irritable
6,first,joyous
6,first,legendary
6,first,legislative
6,first,legitimate
6,first,lengthy
6,first,liable
6,first,literal
6,first,literate
6,first,lunatic
6,first,lush
6,first,lyric
6,first,medieval
6,first,melancholy
6,first,mellow
6,first,metropolitan
6,first,militant
6,first,miniature
6,first,miraculous
6,first,mischievous
6,first,missionary
6,first,monotonous
6,first,mournful
6,first,municipal
6,first,mute
6,first,narrative
6,first,naval
6,first,neutral
6,first,notorious
6,first,nutrient
6,first,nutritious
6,first,obscure
6,first,operational
6,first,optional
6,first,orderly
6,first,outrageous
6,first,outright
6,first,overhead
6,first,pathetic
6,first,patriotic
6,first,pedestrian
6,first,persistent
6,first,perspective
6,first,petty
6,first,photographic
6,first,picturesque
6,first,pious
6,first,pollutant
6,first,preliminary
6,first,premature
6,first,premier
6,first,presidential
6,first,preventive
6,first,profound
6,first,progressive
6,first,prone
6,first,prospective
6,first,provincial
6,first,punctual
6,first,quarrelsome
6,first,radiant
6,first,radiate
6,first,radical
6,first,random
6,first,rash
6,first,rational
6,first,recipient
6,first,recreational
6,first,redundant
6,first,reflective
6,first,regardless
6,first,relevant
6,first,renowned
6,first,residential
6,first,resistant
6,first,resolute
6,first,respective
6,first,retail
6,first,rhythmic
6,first,rigorous
6,first,ritual
6,first,ruby
6,first,sane
6,first,scenic
6,first,selective
6,first,sentimental
6,first,serene
6,first,sheer
6,first,shrewd
6,first,simultaneous
6,first,skeptical
6,first,sneaky
6,first,sociable
6,first,sophisticated
6,first,spacious
6,first,spectacular
6,first,spiral
6,first,spontaneous
6,first,stationary
6,first,strategic
6,first,subjective
6,first,subordinate
6,first,subsequent
6,first,subtle
6,first,suburban
6,first,successive
6,first,superb
6,first,supersonic
6,first,superstitious
6,first,surplus
6,first,symbolic
6,first,synthetic
6,first,tedious
6,first,textile
6,first,theatrical
6,first,theoretical
6,first,thrifty
6,first,tranquil
6,first,triumphant
6,first,trivial
6,first,tropic
6,first,truant
6,first,ultimate
6,first,unanimous
6,first,utmost
6,first,valiant
6,first,valid
6,first,variable
6,first,versatile
6,first,vicious
6,first,victorious
6,first,virtual
6,first,vocal
6,first,vocational
6,first,vulgar
6,first,vulnerable
6,first,waterproof
6,first,watertight
6,first,whatsoever
6,first,witty
6,first,abbreviate
6,first,abound
6,first,abuse
6,first,accelerate
6,first,accommodate
6,first,accord
6,first,accumulate
6,first,addict
6,first,administer
6,first,administrate
6,first,advocate
6,first,affirm
6,first,alienate
6,first,allocate
6,first,ambush
6,first,amplify
6,first,animate
6,first,anticipate
6,first,apprentice
6,first,approximate
6,first,articulate
6,first,assassinate
6,first,assert
6,first,assess
6,first,attain
6,first,auction
6,first,authorize
6,first,autograph
6,first,beckon
6,first,besiege
6,first,betray
6,first,bias
6,first,blunder
6,first,blunt
6,first,bombard
6,first,boost
6,first,boycott
6,first,brew
6,first,buckle
6,first,canvas
6,first,caption
6,first,caress
6,first,cater
6,first,certify
6,first,characterize
6,first,chariot
6,first,chuckle
6,first,civilize
6,first,clamp
6,first,cleanse
6,first,clench
6,first,clone
6,first,coincide
6,first,collide
6,first,commemorate
6,first,commence
6,first,compensate
6,first,compile
6,first,complement
6,first,comprise
6,first,concede
6,first,condense
6,first,confer
6,first,conform
6,first,contradict
6,first,coordinate
6,first,core
6,first,covet
6,first,cramp
6,first,crook
6,first,cruise
6,first,crumble
6,first,crust
6,first,cultivate
6,first,decline
6,first,dedicate
6,first,deem
6,first,defect
6,first,degrade
6,first,deliberate
6,first,denounce
6,first,depict
6,first,deprive
6,first,derive
6,first,descend
6,first,designate
6,first,detach
6,first,detain
6,first,deter
6,first,deteriorate
6,first,devalue
6,first,diagnose
6,first,diagram
6,first,dictate
6,first,differentiate
6,first,diminish
6,first,disable
6,first,disapprove
6,first,discharge
6,first,disclose
6,first,discomfort
6,first,disgrace
6,first,dismantle
6,first,dismay
6,first,dispatch
6,first,disperse
6,first,displace
6,first,displease
6,first,disregard
6,first,dissolve
6,first,dissuade
6,first,distort
6,first,distract
6,first,distrust
6,first,diversify
6,first,divert
6,first,dome
6,first,donate
6,first,doom
6,first,drizzle
6,first,dynamite
6,first,ebb
6,first,embark
6,first,emigrate
6,first,enact
6,first,enhance
6,first,enlighten
6,first,enrich
6,first,erode
6,first,escalate
6,first,evacuate
6,first,evolve
6,first,excerpt
6,first,exert
6,first,expel
6,first,expire
6,first,exploit
6,first,extract
6,first,facilitate
6,first,flare
6,first,flicker
6,first,fling
6,first,flutter
6,first,foresee
6,first,formulate
6,first,forsake
6,first,fortify
6,first,foster
6,first,fracture
6,first,fragment
6,first,freak
6,first,fret
6,first,generalize
6,first,generate
6,first,glisten
6,first,graph
6,first,grill
6,first,grope
6,first,hack
6,first,hail
6,first,harass
6,first,hazard
6,first,highlight
6,first,hospitalize
6,first,humiliate
6,first,hunch
6,first,hurdle
6,first,illuminate
6,first,implement
6,first,imprison
6,first,incline
6,first,infer
6,first,inhabit
6,first,inject
6,first,integrate
6,first,intervene
6,first,intimidate
6,first,intrude
6,first,inventory
6,first,irritate
6,first,kidnap
6,first,lament
6,first,legitimate
6,first,liberate
6,first,lounge
6,first,lure
6,first,manipulate
6,first,mar
6,first,massacre
6,first,meditate
6,first,mellow
6,first,merchandise
6,first,merge
6,first,migrate
6,first,mimic
6,first,miniature
6,first,minimize
6,first,mobilize
6,first,mold
6,first,mute
6,first,narrate
6,first,nourish
6,first,nurture
6,first,oblige
6,first,obscure
6,first,oppress
6,first,originate
6,first,outfit
6,first,outlaw
6,first,outnumber
6,first,outrage
6,first,overlap
6,first,overturn
6,first,paralyze
6,first,peddle
6,first,pension
6,first,persevere
6,first,phase
6,first,pierce
6,first,poach
6,first,ponder
6,first,populate
6,first,posture
6,first,precede
6,first,preface
6,first,prejudice
6,first,prescribe
6,first,preside
6,first,presume
6,first,prohibit
6,first,propel
6,first,prosecute
6,first,provoke
6,first,prowl
6,first,purify
6,first,quench
6,first,query
6,first,radiate
6,first,raft
6,first,raid
6,first,ransom
6,first,ravage
6,first,reconcile
6,first,recruit
6,first,recur
6,first,refine
6,first,refund
6,first,rehearse
6,first,rein
6,first,reinforce
6,first,relay
6,first,relish
6,first,render
6,first,repress
6,first,retail
6,first,retaliate
6,first,retrieve
6,first,ridicule
6,first,riot
6,first,rotate
6,first,safeguard
6,first,sanction
6,first,script
6,first,seduce
6,first,sequence
6,first,shed
6,first,shoplift
6,first,shun
6,first,signify
6,first,simplify
6,first,skim
6,first,slang
6,first,slash
6,first,slot
6,first,slum
6,first,smack
6,first,smother
6,first,smuggle
6,first,snare
6,first,sneer
6,first,soar
6,first,socialize
6,first,soothe
6,first,span
6,first,specialize
6,first,specify
6,first,speculate
6,first,spike
6,first,spiral
6,first,spire
6,first,sponsor
6,first,sprawl
6,first,stabilize
6,first,stalk
6,first,stammer
6,first,staple
6,first,starch
6,first,stimulate
6,first,stock
6,first,strangle
6,first,stunt
6,first,subordinate
6,first,subscribe
6,first,suffocate
6,first,supplement
6,first,surpass
6,first,swap
6,first,symbolize
6,first,terminate
6,first,texture
6,first,thrive
6,first,throb
6,first,toll
6,first,topple
6,first,transit
6,first,transmit
6,first,transplant
6,first,tread
6,first,trek
6,first,trespass
6,first,trigger
6,first,truant
6,first,uncover
6,first,underestimate
6,first,undergo
6,first,undermine
6,first,undertake
6,first,undo
6,first,unfold
6,first,unify
6,first,unlock
6,first,unpack
6,first,upgrade
6,first,uphold
6,first,usher
6,first,utilize
6,first,vend
6,first,verge
6,first,victimize
6,first,visualize
6,first,vomit
6,first,waterproof
6,first,withstand
6,first,woo
6,first,wrench
6,first,wrestle
6,first,xerox
6,first,yearn
6,first,accordingly
6,first,alongside
6,first,deadly
6,first,hereafter
6,first,likewise
6,first,outright
6,first,overhead
6,first,regardless
6,first,retail
6,first,sheer
6,first,smack
6,first,thereafter
6,second,thereby
6,second,alongside
6,second,abbreviation
6,second,aboriginal
6,second,aborigine
6,second,abstraction
6,second,abundance
6,second,abuse
6,second,acceleration
6,second,accessory
6,second,accommodation
6,second,accord
6,second,accordance
6,second,accounting
6,second,accumulation
6,second,accusation
6,second,acquisition
6,second,activist
6,second,adaptation
6,second,addict
6,second,addiction
6,second,administration
6,second,administrator
6,second,advocate
6,second,aggression
6,second,alcoholic
6,second,alliance
6,second,alternative
6,second,ambiguity
6,second,ambulance
6,second,ambush
6,second,analects
6,second,analogy
6,second,analyst
6,second,anchorman
6,second,anchorwoman
6,second,anecdote
6,second,annoyance
6,second,Antarctic
6,second,antenna
6,second,antibiotic
6,second,antibody
6,second,anticipation
6,second,antonym
6,second,apprentice
6,second,aptitude
6,second,Arctic
6,second,artery
6,second,artifact
6,second,assessment
6,second,assumption
6,second,asthma
6,second,asylum
6,second,attainment
6,second,attendant
6,second,attic
6,second,auction
6,second,autograph
6,second,autonomy
6,second,aviation
6,second,barometer
6,second,beverage
6,second,bias
6,second,binoculars
6,second,biochemistry
6,second,blunder
6,second,bondage
6,second,boost
6,second,bout
6,second,boycott
6,second,breakdown
6,second,breakthrough
6,second,breakup
6,second,brew
6,second,brink
6,second,brochure
6,second,brute
6,second,buckle
6,second,bureaucracy
6,second,burial
6,second,byte
6,second,caffeine
6,second,calcium
6,second,canvas
6,second,capability
6,second,capsule
6,second,caption
6,second,captive
6,second,captivity
6,second,carbohydrate
6,second,caress
6,second,carol
6,second,cashier
6,second,casualty
6,second,catastrophe
6,second,cavalry
6,second,cavity
6,second,cemetery
6,second,certainty
6,second,champagne
6,second,chaos
6,second,charcoal
6,second,chariot
6,second,cholesterol
6,second,chuckle
6,second,chunk
6,second,clamp
6,second,clarity
6,second,clearance
6,second,clench
6,second,clone
6,second,closure
6,second,coffin
6,second,coincidence
6,second,collective
6,second,collector
6,second,collision
6,second,columnist
6,second,commentary
6,second,commitment
6,second,companionship
6,second,compensation
6,second,competence
6,second,complement
6,second,complexion
6,second,complexity
6,second,complication
6,second,component
6,second,conceit
6,second,conception
6,second,concession
6,second,confrontation
6,second,congressman
6,second,congresswoman
6,second,conquest
6,second,consensus
6,second,conservation
6,second,consolation
6,second,conspiracy
6,second,constituent
6,second,consultation
6,second,consumption
6,second,contemplation
6,second,contestant
6,second,contractor
6,second,contradiction
6,second,controversy
6,second,conviction
6,second,coordinate
6,second,core
6,second,corps
6,second,corpse
6,second,correspondent
6,second,corruption
6,second,cosmetics
6,second,cosmopolitan
6,second,counterpart
6,second,coverage
6,second,cramp
6,second,credibility
6,second,criterion
6,second,crook
6,second,cruise
6,second,cruiser
6,second,crumb
6,second,crumble
6,second,crust
6,second,daffodil
6,second,dandruff
6,second,daybreak
6,second,decline
6,second,dedication
6,second,defect
6,second,deficiency
6,second,delinquent
6,second,density
6,second,deputy
6,second,descendant
6,second,descent
6,second,diabetes
6,second,diagnosis
6,second,diagram
6,second,diameter
6,second,dictation
6,second,dictator
6,second,dilemma
6,second,dimension
6,second,diplomacy
6,second,directory
6,second,disability
6,second,discharge
6,second,disclosure
6,second,discomfort
6,second,discrimination
6,second,disgrace
6,second,dismay
6,second,dispatch
6,second,disposable
6,second,disposal
6,second,disregard
6,second,dissident
6,second,distraction
6,second,distrust
6,second,disturbance
6,second,diversion
6,second,diversity
6,second,doctrine
6,second,documentary
6,second,dome
6,second,donation
6,second,donor
6,second,doom
6,second,dosage
6,second,drawback
6,second,drizzle
6,second,drought
6,second,dynamite
6,second,ebb
6,second,eccentric
6,second,ecology
6,second,ecstasy
6,second,editorial
6,second,electron
6,second,elite
6,second,eloquence
6,second,emigrant
6,second,emigration
6,second,enactment
6,second,enclosure
6,second,encyclopedia
6,second,endurance
6,second,enhancement
6,second,enlightenment
6,second,enrichment
6,second,epidemic
6,second,episode
6,second,equation
6,second,equivalent
6,second,eruption
6,second,essence
6,second,eternity
6,second,ethnic
6,second,evolution
6,second,excerpt
6,second,execution
6,second,exotic
6,second,expedition
6,second,expertise
6,second,expiration
6,second,exploit
6,second,exploration
6,second,extract
6,second,eyesight
6,second,faction
6,second,faculty
6,second,familiarity
6,second,famine
6,second,fascination
6,second,federation
6,second,feedback
6,second,fertility
6,second,fidelity
6,second,flare
6,second,fleet
6,second,flicker
6,second,fling
6,second,fluid
6,second,flutter
6,second,fracture
6,second,fragment
6,second,fraud
6,second,freak
6,second,friction
6,second,galaxy
6,second,generator
6,second,genetics
6,second,glamour
6,second,glassware
6,second,glisten
6,second,graph
6,second,graphic
6,second,grill
6,second,grocer
6,second,grope
6,second,guerrilla
6,second,habitat
6,second,hacker
6,second,hail
6,second,harassment
6,second,hazard
6,second,hemisphere
6,second,hereafter
6,second,heritage
6,second,heroin
6,second,highlight
6,second,hormone
6,second,hospitality
6,second,hostility
6,second,humanitarian
6,second,hunch
6,second,hurdle
6,second,hygiene
6,second,hypocrisy
6,second,hypocrite
6,second,illusion
6,second,imperative
6,second,implement
6,second,implication
6,second,imprisonment
6,second,incentive
6,second,incline
6,second,indignation
6,second,inference
6,second,ingenuity
6,second,inhabitant
6,second,initiative
6,second,injection
6,second,injustice
6,second,innovation
6,second,inquiry
6,second,insight
6,second,insistence
6,second,installation
6,second,installment
6,second,institution
6,second,integration
6,second,integrity
6,second,intellect
6,second,intersection
6,second,interval
6,second,intervention
6,second,intimacy
6,second,intruder
6,second,inventory
6,second,investigator
6,second,irony
6,second,irritation
6,second,kernel
6,second,lament
6,second,lava
6,second,layman
6,second,layout
6,second,legislator
6,second,legislature
6,second,liberation
6,second,limo
6,second,limousine
6,second,liner
6,second,linguist
6,second,liquid crystal display
6,second,liter
6,second,literacy
6,second,literate
6,second,longevity
6,second,lounge
6,second,lunatic
6,second,lure
6,second,lyric
6,second,magnitude
6,second,malaria
6,second,manuscript
6,second,massacre
6,second,mastery
6,second,material
6,second,materialism
6,second,mattress
6,second,mechanism
6,second,medication
6,second,meditation
6,second,melancholy
6,second,mentality
6,second,merchandise
6,second,metaphor
6,second,metropolitan
6,second,migration
6,second,militant
6,second,miller
6,second,mimic
6,second,miniature
6,second,missionary
6,second,modernization
6,second,mold
6,second,momentum
6,second,monopoly
6,second,monotony
6,second,morale
6,second,morality
6,second,motto
6,second,mouthpiece
6,second,mute
6,second,mythology
6,second,narrative
6,second,narrator
6,second,nationalism
6,second,naturalist
6,second,navel
6,second,navigation
6,second,negotiation
6,second,neon
6,second,neutral
6,second,newlywed
6,third,newscaster
6,third,nomination
6,third,nominee
6,third,norm
6,third,nourishment
6,third,nuisance
6,third,nurture
6,third,nutrient
6,third,nutrition
6,third,obligation
6,third,offering
6,third,offspring
6,third,opposition
6,third,oppression
6,third,option
6,third,ordeal
6,third,orderly
6,third,organism
6,third,originality
6,third,outbreak
6,third,outfit
6,third,outing
6,third,outlaw
6,third,outlet
6,third,outlook
6,third,outrage
6,third,outset
6,third,overhead
6,third,overlap
6,third,overturn
6,third,pact
6,third,pamphlet
6,third,parliament
6,third,pedestrian
6,third,peninsula
6,third,pension
6,third,perception
6,third,perseverance
6,third,persistence
6,third,perspective
6,third,pesticide
6,third,petroleum
6,third,pharmacist
6,third,pharmacy
6,third,phase
6,third,piety
6,third,pipeline
6,third,pitcher
6,third,plight
6,third,pneumonia
6,third,poacher
6,third,pollutant
6,third,posture
6,third,precedent
6,third,precision
6,third,predecessor
6,third,prediction
6,third,preface
6,third,prejudice
6,third,preliminary
6,third,premier
6,third,prescription
6,third,presidency
6,third,prestige
6,third,preventive
6,third,productivity
6,third,proficiency
6,third,progressive
6,third,prohibition
6,third,projection
6,third,propaganda
6,third,propeller
6,third,prose
6,third,prosecution
6,third,provincial
6,third,prowl
6,third,purity
6,third,qualification
6,third,query
6,third,questionnaire
6,third,racism
6,third,radiant
6,third,radiation
6,third,radiator
6,third,radical
6,third,raft
6,third,raid
6,third,ransom
6,third,rash
6,third,ravage
6,third,realism
6,third,realization
6,third,rebellion
6,third,recession
6,third,recipient
6,third,recommendation
6,third,recruit
6,third,refinement
6,third,refreshment
6,third,refund
6,third,regime
6,third,rehearsal
6,third,rein
6,third,relay
6,third,reliance
6,third,relish
6,third,remainder
6,third,removal
6,third,renaissance
6,third,rental
6,third,resemblance
6,third,reservoir
6,third,restoration
6,third,restraint
6,third,retail
6,third,revelation
6,third,revenue
6,third,revival
6,third,rhetoric
6,third,ridicule
6,third,riot
6,third,rite
6,third,ritual
6,third,rivalry
6,third,rotation
6,third,royalty
6,third,ruby
6,third,safeguard
6,third,saloon
6,third,salvation
6,third,sanction
6,third,sanctuary
6,third,sanitation
6,third,scope
6,third,script
6,third,sector
6,third,seminar
6,third,senator
6,third,sequence
6,third,serenity
6,third,serving
6,third,session
6,third,setback
6,third,sewer
6,third,shed
6,third,shilling
6,third,siege
6,third,signature
6,third,silicon
6,third,simplicity
6,third,skim
6,third,slang
6,third,slash
6,third,slavery
6,third,slot
6,third,slum
6,third,smack
6,third,smallpox
6,third,smother
6,third,snare
6,third,sneer
6,third,socialism
6,third,socialist
6,third,sociology
6,third,sodium
6,third,solidarity
6,third,solitude
6,third,sovereignty
6,third,span
6,third,specialty
6,third,spectacular
6,third,spectrum
6,third,sphere
6,third,spike
6,third,spiral
6,third,spire
6,third,spokesman
6,third,spokesperson
6,third,spokeswoman
6,third,sponsor
6,third,spouse
6,third,sprawl
6,third,squad
6,third,squash
6,third,stability
6,third,stalk
6,third,stammer
6,third,staple
6,third,stapler
6,third,starch
6,third,starvation
6,third,stationery
6,third,stature
6,third,steamer
6,third,stimulation
6,third,stimulus
6,third,stock
6,third,stunt
6,third,subordinate
6,third,subscription
6,third,substitution
6,third,succession
6,third,successor
6,third,suite
6,third,superiority
6,third,supervision
6,third,supplement
6,third,surplus
6,third,suspense
6,third,suspension
6,third,swap
6,third,symmetry
6,third,symptom
6,third,synonym
6,third,synthetic
6,third,tact
6,third,tactic
6,third,tariff
6,third,temperament
6,third,tempest
6,third,textile
6,third,texture
6,third,theft
6,third,therapist
6,third,therapy
6,third,thermometer
6,third,threshold
6,third,thrift
6,third,throb
6,third,toll
6,third,tornado
6,third,trait
6,third,tranquilizer
6,third,transaction
6,third,transcript
6,third,transformation
6,third,transistor
6,third,transit
6,third,transition
6,third,transmission
6,third,transplant
6,third,trauma
6,third,tread
6,third,treason
6,third,trek
6,third,tremor
6,third,trespass
6,third,trigger
6,third,trophy
6,third,tropic
6,third,truant
6,third,truce
6,third,tuberculosis
6,third,tumor
6,third,turmoil
6,third,twilight
6,third,tyranny
6,third,ulcer
6,third,ultimate
6,third,underestimate
6,third,unemployment
6,third,upbringing
6,third,upgrade
6,third,uranium
6,third,urgency
6,third,urine
6,third,usher
6,third,utensil
6,third,utility
6,third,utmost
6,third,vaccine
6,third,validity
6,third,vanilla
6,third,variable
6,third,variation
6,third,vendor
6,third,verge
6,third,version
6,third,vet
6,third,veteran
6,third,veterinarian
6,third,vibration
6,third,vice
6,third,victor
6,third,villa
6,third,vineyard
6,third,vitality
6,third,vocal
6,third,vocation
6,third,vogue
6,third,vomit
6,third,wardrobe
6,third,warfare
6,third,warranty
6,third,windshield
6,third,wrench
6,third,wrestle
6,third,Xerox
6,third,zeal
